method,score,selection_rate,selected_rows,detector_calls,detector_call_savings,split,subset,samples,tp,fp,tn,fn,accuracy,mcc,tpr,fpr,tnr,precision,f1,yes_rate
lh_to_tdev_base_yes,prompt_token_pos,0.25,1013,1013,0.8874444444444445,random,negative_related_present,840,0,34,806,0,0.9595238095238096,0.0,0.0,0.04047619047619048,0.9595238095238096,0.0,0.0,0.04047619047619048
lh_to_tdev_base_yes,prompt_token_pos,0.25,1013,1013,0.8874444444444445,popular,all,3000,1213,109,1391,287,0.868,0.7412374743060757,0.8086666666666666,0.07266666666666667,0.9273333333333333,0.9175491679273827,0.859673990077959,0.44066666666666665
lh_to_tdev_base_yes,prompt_token_pos,0.25,1013,1013,0.8874444444444445,popular,negative_related_present,980,0,92,888,0,0.9061224489795918,0.0,0.0,0.09387755102040816,0.9061224489795918,0.0,0.0,0.09387755102040816
lh_to_tdev_base_yes,prompt_token_pos,0.25,1013,1013,0.8874444444444445,adversarial,all,3000,1211,210,1290,289,0.8336666666666667,0.6682607803640881,0.8073333333333333,0.14,0.86,0.8522167487684729,0.8291680931187949,0.4736666666666667
lh_to_tdev_base_yes,prompt_token_pos,0.25,1013,1013,0.8874444444444445,adversarial,negative_related_present,1272,0,199,1073,0,0.8435534591194969,0.0,0.0,0.15644654088050314,0.8435534591194969,0.0,0.0,0.15644654088050314
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,macro,all,9000,2723,313,4187,1777,0.7677777777777778,0.5663662185819814,0.6051111111111112,0.06955555555555555,0.9304444444444444,0.8969038208168643,0.7226645435244161,0.3373333333333333
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,macro,negative_related_present,3092,0,283,2809,0,0.9084734799482536,0.0,0.0,0.09152652005174644,0.9084734799482536,0.0,0.0,0.09152652005174644
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,random,all,3000,622,23,1477,878,0.6996666666666667,0.4860170548041766,0.4146666666666667,0.015333333333333332,0.9846666666666667,0.9643410852713178,0.57995337995338,0.215
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,random,negative_related_present,840,0,19,821,0,0.9773809523809524,0.0,0.0,0.02261904761904762,0.9773809523809524,0.0,0.0,0.02261904761904762
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,popular,all,3000,1049,98,1402,451,0.817,0.652320607146613,0.6993333333333334,0.06533333333333333,0.9346666666666666,0.9145597210113339,0.7925953910086891,0.38233333333333336
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,popular,negative_related_present,980,0,82,898,0,0.9163265306122449,0.0,0.0,0.0836734693877551,0.9163265306122449,0.0,0.0,0.0836734693877551
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,adversarial,all,3000,1052,192,1308,448,0.7866666666666666,0.5818700520186179,0.7013333333333334,0.128,0.872,0.8456591639871383,0.7667638483965015,0.4146666666666667
lh_alone_base_yes_suppress,prompt_token_pos,0.25,1013,0,1.0,adversarial,negative_related_present,1272,0,182,1090,0,0.8569182389937107,0.0,0.0,0.1430817610062893,0.8569182389937107,0.0,0.0,0.1430817610062893
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,macro,all,9000,3655,318,4182,845,0.8707777777777778,0.7466936903655631,0.8122222222222222,0.07066666666666667,0.9293333333333333,0.9199597281651145,0.8627404697273693,0.4414444444444444
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,macro,negative_related_present,3092,0,283,2809,0,0.9084734799482536,0.0,0.0,0.09152652005174644,0.9084734799482536,0.0,0.0,0.09152652005174644
