method,score,selection_rate,selected_rows,detector_calls,detector_call_savings,split,subset,samples,tp,fp,tn,fn,accuracy,mcc,tpr,fpr,tnr,precision,f1,yes_rate
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,random,all,3000,1220,41,1459,280,0.893,0.7961712129489543,0.8133333333333334,0.027333333333333334,0.9726666666666667,0.9674861221252974,0.883737776168055,0.42033333333333334
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,random,negative_related_present,840,0,34,806,0,0.9595238095238096,0.0,0.0,0.04047619047619048,0.9595238095238096,0.0,0.0,0.04047619047619048
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,popular,all,3000,1218,104,1396,282,0.8713333333333333,0.7479515818631959,0.812,0.06933333333333333,0.9306666666666666,0.9213313161875946,0.8632175761871015,0.44066666666666665
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,popular,negative_related_present,980,0,87,893,0,0.9112244897959184,0.0,0.0,0.08877551020408163,0.9112244897959184,0.0,0.0,0.08877551020408163
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,adversarial,all,3000,1217,173,1327,283,0.848,0.6978790489028438,0.8113333333333334,0.11533333333333333,0.8846666666666667,0.8755395683453238,0.8422145328719723,0.4633333333333333
lh_to_tdev_all,prompt_token_pos,0.5,4500,4500,0.5,adversarial,negative_related_present,1272,0,162,1110,0,0.8726415094339622,0.0,0.0,0.12735849056603774,0.8726415094339622,0.0,0.0,0.12735849056603774
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,macro,all,9000,3623,316,4184,877,0.8674444444444445,0.7406670691005821,0.8051111111111111,0.07022222222222223,0.9297777777777778,0.9197765930439198,0.8586325394004028,0.43766666666666665
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,macro,negative_related_present,3092,0,281,2811,0,0.9091203104786546,0.0,0.0,0.09087968952134541,0.9091203104786546,0.0,0.0,0.09087968952134541
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,random,all,3000,1208,40,1460,292,0.8893333333333333,0.7898934256794545,0.8053333333333333,0.02666666666666667,0.9733333333333334,0.967948717948718,0.8791848617176129,0.416
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,random,negative_related_present,840,0,33,807,0,0.9607142857142857,0.0,0.0,0.039285714285714285,0.9607142857142857,0.0,0.0,0.039285714285714285
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,popular,all,3000,1208,104,1396,292,0.868,0.7418497159400562,0.8053333333333333,0.06933333333333333,0.9306666666666666,0.9207317073170732,0.8591749644381224,0.43733333333333335
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,popular,negative_related_present,980,0,87,893,0,0.9112244897959184,0.0,0.0,0.08877551020408163,0.9112244897959184,0.0,0.0,0.08877551020408163
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,adversarial,all,3000,1207,172,1328,293,0.845,0.6922559692047563,0.8046666666666666,0.11466666666666667,0.8853333333333333,0.8752719361856418,0.838485585272664,0.45966666666666667
lh_to_tdev_base_yes,prompt_token_pos,0.5,2025,2025,0.775,adversarial,negative_related_present,1272,0,161,1111,0,0.8734276729559748,0.0,0.0,0.12657232704402516,0.8734276729559748,0.0,0.0,0.12657232704402516
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,macro,all,9000,1841,183,4317,2659,0.6842222222222222,0.4412411788087001,0.4091111111111111,0.04066666666666666,0.9593333333333334,0.9095849802371542,0.5643776824034334,0.2248888888888889
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,macro,negative_related_present,3092,0,156,2936,0,0.9495472186287193,0.0,0.0,0.050452781371280724,0.9495472186287193,0.0,0.0,0.050452781371280724
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,random,all,3000,597,21,1479,903,0.692,0.47474168544333806,0.398,0.014,0.986,0.9660194174757282,0.5637393767705383,0.206
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,random,negative_related_present,840,0,17,823,0,0.9797619047619047,0.0,0.0,0.02023809523809524,0.9797619047619047,0.0,0.0,0.02023809523809524
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,popular,all,3000,622,82,1418,878,0.68,0.42473836251473795,0.4146666666666667,0.05466666666666667,0.9453333333333334,0.8835227272727273,0.5644283121597096,0.23466666666666666
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,popular,negative_related_present,980,0,67,913,0,0.9316326530612244,0.0,0.0,0.06836734693877551,0.9316326530612244,0.0,0.0,0.06836734693877551
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,adversarial,all,3000,622,80,1420,878,0.6806666666666666,0.42673249828731447,0.4146666666666667,0.05333333333333334,0.9466666666666667,0.886039886039886,0.5649409627611263,0.234
lh_alone_base_yes_suppress,prompt_token_pos,0.5,2025,0,1.0,adversarial,negative_related_present,1272,0,72,1200,0,0.9433962264150944,0.0,0.0,0.05660377358490566,0.9433962264150944,0.0,0.0,0.05660377358490566
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,macro,all,9000,3642,285,4215,858,0.873,0.7521222896091058,0.8093333333333333,0.06333333333333334,0.9366666666666666,0.9274255156608098,0.8643645425418299,0.43633333333333335
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,macro,negative_related_present,3092,0,259,2833,0,0.916235446313066,0.0,0.0,0.08376455368693403,0.916235446313066,0.0,0.0,0.08376455368693403
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,random,all,3000,1210,29,1471,290,0.8936666666666667,0.7995296362896048,0.8066666666666666,0.019333333333333334,0.9806666666666667,0.976594027441485,0.8835341365461847,0.413
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,random,negative_related_present,840,0,25,815,0,0.9702380952380952,0.0,0.0,0.02976190476190476,0.9702380952380952,0.0,0.0,0.02976190476190476
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,popular,all,3000,1215,83,1417,285,0.8773333333333333,0.7616041515457947,0.81,0.05533333333333333,0.9446666666666667,0.9360554699537751,0.8684774839170837,0.43266666666666664
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,popular,negative_related_present,980,0,72,908,0,0.926530612244898,0.0,0.0,0.07346938775510205,0.926530612244898,0.0,0.0,0.07346938775510205
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,adversarial,all,3000,1217,173,1327,283,0.848,0.6978790489028438,0.8113333333333334,0.11533333333333333,0.8846666666666667,0.8755395683453238,0.8422145328719723,0.4633333333333333
lh_to_tdev_all,prompt_token_pos,0.75,6750,6750,0.25,adversarial,negative_related_present,1272,0,162,1110,0,0.8726415094339622,0.0,0.0,0.12735849056603774,0.8726415094339622,0.0,0.0,0.12735849056603774
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,macro,all,9000,3596,283,4217,904,0.8681111111111111,0.7433342744271705,0.7991111111111111,0.06288888888888888,0.9371111111111111,0.9270430523330755,0.8583363169829336,0.431
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,macro,negative_related_present,3092,0,257,2835,0,0.916882276843467,0.0,0.0,0.08311772315653299,0.916882276843467,0.0,0.0,0.08311772315653299
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,random,all,3000,1190,28,1472,310,0.8873333333333333,0.7887304979148512,0.7933333333333333,0.018666666666666668,0.9813333333333333,0.9770114942528736,0.8756438557763062,0.406
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,random,negative_related_present,840,0,24,816,0,0.9714285714285714,0.0,0.0,0.02857142857142857,0.9714285714285714,0.0,0.0,0.02857142857142857
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,popular,all,3000,1199,83,1417,301,0.872,0.7519840035969201,0.7993333333333333,0.05533333333333333,0.9446666666666667,0.9352574102964119,0.8619698058950396,0.42733333333333334
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,popular,negative_related_present,980,0,72,908,0,0.926530612244898,0.0,0.0,0.07346938775510205,0.926530612244898,0.0,0.0,0.07346938775510205
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,adversarial,all,3000,1207,172,1328,293,0.845,0.6922559692047563,0.8046666666666666,0.11466666666666667,0.8853333333333333,0.8752719361856418,0.838485585272664,0.45966666666666667
lh_to_tdev_base_yes,prompt_token_pos,0.75,3037,3037,0.6625555555555556,adversarial,negative_related_present,1272,0,161,1111,0,0.8734276729559748,0.0,0.0,0.12657232704402516,0.8734276729559748,0.0,0.0,0.12657232704402516
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,macro,all,9000,893,119,4381,3607,0.586,0.27222730035130777,0.19844444444444445,0.026444444444444444,0.9735555555555555,0.8824110671936759,0.3240203193033382,0.11244444444444444
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,macro,negative_related_present,3092,0,103,2989,0,0.9666882276843467,0.0,0.0,0.0333117723156533,0.9666882276843467,0.0,0.0,0.0333117723156533
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,random,all,3000,0,0,1500,1500,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,random,negative_related_present,840,0,0,840,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,popular,all,3000,271,39,1461,1229,0.5773333333333334,0.25405690201521025,0.18066666666666667,0.026,0.974,0.8741935483870967,0.29944751381215473,0.10333333333333333
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,popular,negative_related_present,980,0,31,949,0,0.9683673469387755,0.0,0.0,0.03163265306122449,0.9683673469387755,0.0,0.0,0.03163265306122449
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,adversarial,all,3000,622,80,1420,878,0.6806666666666666,0.42673249828731447,0.4146666666666667,0.05333333333333334,0.9466666666666667,0.886039886039886,0.5649409627611263,0.234
lh_alone_base_yes_suppress,prompt_token_pos,0.75,3037,0,1.0,adversarial,negative_related_present,1272,0,72,1200,0,0.9433962264150944,0.0,0.0,0.05660377358490566,0.9433962264150944,0.0,0.0,0.05660377358490566
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,macro,all,9000,3648,335,4165,852,0.8681111111111111,0.74112972499936,0.8106666666666666,0.07444444444444444,0.9255555555555556,0.9158925433090636,0.8600730873511729,0.44255555555555554
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,macro,negative_related_present,3092,0,305,2787,0,0.9013583441138422,0.0,0.0,0.09864165588615782,0.9013583441138422,0.0,0.0,0.09864165588615782
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,random,all,3000,1216,44,1456,284,0.8906666666666667,0.7915306108420687,0.8106666666666666,0.029333333333333333,0.9706666666666667,0.9650793650793651,0.8811594202898549,0.42
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,random,negative_related_present,840,0,36,804,0,0.9571428571428572,0.0,0.0,0.04285714285714286,0.9571428571428572,0.0,0.0,0.04285714285714286
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,popular,all,3000,1218,91,1409,282,0.8756666666666667,0.7574993926626112,0.812,0.06066666666666667,0.9393333333333334,0.93048128342246,0.8672125311498756,0.43633333333333335
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,popular,negative_related_present,980,0,79,901,0,0.9193877551020408,0.0,0.0,0.08061224489795918,0.9193877551020408,0.0,0.0,0.08061224489795918
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,adversarial,all,3000,1214,200,1300,286,0.838,0.6771137901729976,0.8093333333333333,0.13333333333333333,0.8666666666666667,0.8585572842998586,0.8332189430336308,0.4713333333333333
lh_to_tdev_all,target_char_len,0.25,2250,2250,0.75,adversarial,negative_related_present,1272,0,190,1082,0,0.85062893081761,0.0,0.0,0.14937106918238993,0.85062893081761,0.0,0.0,0.14937106918238993
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,macro,all,9000,3633,322,4178,867,0.8678888888888889,0.7412340334414261,0.8073333333333333,0.07155555555555555,0.9284444444444444,0.9185840707964602,0.8593731519810763,0.43944444444444447
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,macro,negative_related_present,3092,0,292,2800,0,0.9055627425614489,0.0,0.0,0.0944372574385511,0.9055627425614489,0.0,0.0,0.0944372574385511
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,random,all,3000,1210,44,1456,290,0.8886666666666667,0.788002621868291,0.8066666666666666,0.029333333333333333,0.9706666666666667,0.9649122807017544,0.878721859114016,0.418
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,random,negative_related_present,840,0,36,804,0,0.9571428571428572,0.0,0.0,0.04285714285714286,0.9571428571428572,0.0,0.0,0.04285714285714286
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,popular,all,3000,1212,90,1410,288,0.874,0.7546029902704109,0.808,0.06,0.94,0.9308755760368663,0.8650963597430407,0.434
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,popular,negative_related_present,980,0,78,902,0,0.9204081632653062,0.0,0.0,0.07959183673469387,0.9204081632653062,0.0,0.0,0.07959183673469387
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,adversarial,all,3000,1211,188,1312,289,0.841,0.6835512951402712,0.8073333333333333,0.12533333333333332,0.8746666666666667,0.8656182987848463,0.8354605036219387,0.4663333333333333
lh_to_tdev_base_yes,target_char_len,0.25,1013,1013,0.8874444444444445,adversarial,negative_related_present,1272,0,178,1094,0,0.860062893081761,0.0,0.0,0.139937106918239,0.860062893081761,0.0,0.0,0.139937106918239
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,macro,all,9000,2792,244,4256,1708,0.7831111111111111,0.5987971472808666,0.6204444444444445,0.05422222222222222,0.9457777777777778,0.919631093544137,0.740976645435244,0.3373333333333333
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,macro,negative_related_present,3092,0,219,2873,0,0.9291720569210866,0.0,0.0,0.07082794307891332,0.9291720569210866,0.0,0.0,0.07082794307891332
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,random,all,3000,899,35,1465,601,0.788,0.6219781750826301,0.5993333333333334,0.023333333333333334,0.9766666666666667,0.9625267665952891,0.7387017255546426,0.31133333333333335
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,random,negative_related_present,840,0,27,813,0,0.9678571428571429,0.0,0.0,0.03214285714285714,0.9678571428571429,0.0,0.0,0.03214285714285714
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,popular,all,3000,947,68,1432,553,0.793,0.6192636645207993,0.6313333333333333,0.04533333333333334,0.9546666666666667,0.9330049261083744,0.7530815109343937,0.3383333333333333
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,popular,negative_related_present,980,0,59,921,0,0.939795918367347,0.0,0.0,0.06020408163265306,0.939795918367347,0.0,0.0,0.06020408163265306
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,adversarial,all,3000,946,141,1359,554,0.7683333333333333,0.5582434335670029,0.6306666666666667,0.094,0.906,0.8702851885924563,0.7313490529570932,0.36233333333333334
lh_alone_base_yes_suppress,target_char_len,0.25,1013,0,1.0,adversarial,negative_related_present,1272,0,133,1139,0,0.8954402515723271,0.0,0.0,0.10455974842767296,0.8954402515723271,0.0,0.0,0.10455974842767296
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,macro,all,9000,3644,298,4202,856,0.8717777777777778,0.7493387890334957,0.8097777777777778,0.06622222222222222,0.9337777777777778,0.9244038559107052,0.863302534944326,0.438
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,macro,negative_related_present,3092,0,271,2821,0,0.9123544631306598,0.0,0.0,0.08764553686934023,0.9123544631306598,0.0,0.0,0.08764553686934023
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,random,all,3000,1213,39,1461,287,0.8913333333333333,0.7935882305721211,0.8086666666666666,0.026,0.974,0.9688498402555911,0.8815406976744186,0.41733333333333333
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,random,negative_related_present,840,0,33,807,0,0.9607142857142857,0.0,0.0,0.039285714285714285,0.9607142857142857,0.0,0.0,0.039285714285714285
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,popular,all,3000,1216,79,1421,284,0.879,0.7651796101716358,0.8106666666666666,0.05266666666666667,0.9473333333333334,0.938996138996139,0.8701252236135957,0.43166666666666664
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,popular,negative_related_present,980,0,68,912,0,0.9306122448979591,0.0,0.0,0.06938775510204082,0.9306122448979591,0.0,0.0,0.06938775510204082
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,adversarial,all,3000,1215,180,1320,285,0.845,0.691696738064813,0.81,0.12,0.88,0.8709677419354839,0.8393782383419689,0.465
lh_to_tdev_all,target_char_len,0.5,4500,4500,0.5,adversarial,negative_related_present,1272,0,170,1102,0,0.8663522012578616,0.0,0.0,0.13364779874213836,0.8663522012578616,0.0,0.0,0.13364779874213836
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,macro,all,9000,3610,296,4204,890,0.8682222222222222,0.7429454277350392,0.8022222222222222,0.06577777777777778,0.9342222222222222,0.9242191500256016,0.8589103021651202,0.434
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,macro,negative_related_present,3092,0,270,2822,0,0.9126778783958602,0.0,0.0,0.08732212160413971,0.9126778783958602,0.0,0.0,0.08732212160413971
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,random,all,3000,1199,38,1462,301,0.887,0.7861785922990358,0.7993333333333333,0.025333333333333333,0.9746666666666667,0.9692805173807599,0.8761417610522471,0.41233333333333333
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,random,negative_related_present,840,0,33,807,0,0.9607142857142857,0.0,0.0,0.039285714285714285,0.9607142857142857,0.0,0.0,0.039285714285714285
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,popular,all,3000,1206,79,1421,294,0.8756666666666667,0.759172188934343,0.804,0.05266666666666667,0.9473333333333334,0.9385214007782101,0.866068222621185,0.42833333333333334
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,popular,negative_related_present,980,0,68,912,0,0.9306122448979591,0.0,0.0,0.06938775510204082,0.9306122448979591,0.0,0.0,0.06938775510204082
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,adversarial,all,3000,1205,179,1321,295,0.842,0.686054531866663,0.8033333333333333,0.11933333333333333,0.8806666666666667,0.8706647398843931,0.8356449375866852,0.4613333333333333
lh_to_tdev_base_yes,target_char_len,0.5,2025,2025,0.775,adversarial,negative_related_present,1272,0,169,1103,0,0.8671383647798742,0.0,0.0,0.13286163522012578,0.8671383647798742,0.0,0.0,0.13286163522012578
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,macro,all,9000,1855,169,4331,2645,0.6873333333333334,0.44869277893333437,0.4122222222222222,0.03755555555555556,0.9624444444444444,0.916501976284585,0.5686695278969957,0.2248888888888889
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,macro,negative_related_present,3092,0,149,2943,0,0.9518111254851229,0.0,0.0,0.0481888745148771,0.9518111254851229,0.0,0.0,0.0481888745148771
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,random,all,3000,342,23,1477,1158,0.6063333333333333,0.32527743830256706,0.228,0.015333333333333332,0.9846666666666667,0.936986301369863,0.36675603217158176,0.12166666666666667
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,random,negative_related_present,840,0,19,821,0,0.9773809523809524,0.0,0.0,0.02261904761904762,0.9773809523809524,0.0,0.0,0.02261904761904762
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,popular,all,3000,757,43,1457,743,0.738,0.5381977500713081,0.5046666666666667,0.028666666666666667,0.9713333333333334,0.94625,0.6582608695652176,0.26666666666666666
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,popular,negative_related_present,980,0,35,945,0,0.9642857142857143,0.0,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,0.03571428571428571
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,adversarial,all,3000,756,103,1397,744,0.7176666666666667,0.4815132759726611,0.504,0.06866666666666667,0.9313333333333333,0.880093131548312,0.6409495548961425,0.28633333333333333
lh_alone_base_yes_suppress,target_char_len,0.5,2025,0,1.0,adversarial,negative_related_present,1272,0,95,1177,0,0.925314465408805,0.0,0.0,0.07468553459119497,0.925314465408805,0.0,0.0,0.07468553459119497
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,macro,all,9000,3629,267,4233,871,0.8735555555555555,0.7539332589111115,0.8064444444444444,0.059333333333333335,0.9406666666666667,0.9314681724845996,0.864459266317294,0.4328888888888889
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,macro,negative_related_present,3092,0,247,2845,0,0.9201164294954722,0.0,0.0,0.07988357050452781,0.9201164294954722,0.0,0.0,0.07988357050452781
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,random,all,3000,1212,37,1463,288,0.8916666666666667,0.7945359903763969,0.808,0.024666666666666667,0.9753333333333334,0.9703763010408326,0.8817751909785376,0.41633333333333333
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,random,negative_related_present,840,0,32,808,0,0.9619047619047619,0.0,0.0,0.0380952380952381,0.9619047619047619,0.0,0.0,0.0380952380952381
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,popular,all,3000,1209,70,1430,291,0.8796666666666667,0.7677114477976542,0.806,0.04666666666666667,0.9533333333333334,0.9452697419859265,0.8700971572508096,0.42633333333333334
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,popular,negative_related_present,980,0,62,918,0,0.936734693877551,0.0,0.0,0.06326530612244897,0.936734693877551,0.0,0.0,0.06326530612244897
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,adversarial,all,3000,1208,160,1340,292,0.8493333333333334,0.7013877181051988,0.8053333333333333,0.10666666666666667,0.8933333333333333,0.8830409356725146,0.8423988842398884,0.456
lh_to_tdev_all,target_char_len,0.75,6750,6750,0.25,adversarial,negative_related_present,1272,0,153,1119,0,0.8797169811320755,0.0,0.0,0.12028301886792453,0.8797169811320755,0.0,0.0,0.12028301886792453
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,macro,all,9000,3594,271,4229,906,0.8692222222222222,0.7459081771104614,0.7986666666666666,0.060222222222222226,0.9397777777777778,0.9298835705045279,0.8592946802151823,0.42944444444444446
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,macro,negative_related_present,3092,0,251,2841,0,0.9188227684346701,0.0,0.0,0.08117723156532988,0.9188227684346701,0.0,0.0,0.08117723156532988
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,random,all,3000,1198,38,1462,302,0.8866666666666667,0.7855963616985073,0.7986666666666666,0.025333333333333333,0.9746666666666667,0.9692556634304207,0.8757309941520467,0.412
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,random,negative_related_present,840,0,33,807,0,0.9607142857142857,0.0,0.0,0.039285714285714285,0.9607142857142857,0.0,0.0,0.039285714285714285
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,popular,all,3000,1198,70,1430,302,0.876,0.7611592491514695,0.7986666666666666,0.04666666666666667,0.9533333333333334,0.944794952681388,0.865606936416185,0.4226666666666667
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,popular,negative_related_present,980,0,62,918,0,0.936734693877551,0.0,0.0,0.06326530612244897,0.936734693877551,0.0,0.0,0.06326530612244897
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,adversarial,all,3000,1198,163,1337,302,0.845,0.6929817707320438,0.7986666666666666,0.10866666666666666,0.8913333333333333,0.8802351212343865,0.8374694162880113,0.45366666666666666
lh_to_tdev_base_yes,target_char_len,0.75,3037,3037,0.6625555555555556,adversarial,negative_related_present,1272,0,156,1116,0,0.8773584905660378,0.0,0.0,0.12264150943396226,0.8773584905660378,0.0,0.0,0.12264150943396226
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,macro,all,9000,898,114,4386,3602,0.5871111111111111,0.275744448934658,0.19955555555555557,0.025333333333333333,0.9746666666666667,0.8873517786561265,0.3258345428156749,0.11244444444444444
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,macro,negative_related_present,3092,0,106,2986,0,0.9657179818887451,0.0,0.0,0.03428201811125485,0.9657179818887451,0.0,0.0,0.03428201811125485
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,random,all,3000,284,21,1479,1216,0.5876666666666667,0.2900857825640202,0.18933333333333333,0.014,0.986,0.9311475409836065,0.3146814404432133,0.10166666666666667
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,random,negative_related_present,840,0,18,822,0,0.9785714285714285,0.0,0.0,0.02142857142857143,0.9785714285714285,0.0,0.0,0.02142857142857143
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,popular,all,3000,284,21,1479,1216,0.5876666666666667,0.2900857825640202,0.18933333333333333,0.014,0.986,0.9311475409836065,0.3146814404432133,0.10166666666666667
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,popular,negative_related_present,980,0,19,961,0,0.9806122448979592,0.0,0.0,0.019387755102040816,0.9806122448979592,0.0,0.0,0.019387755102040816
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,adversarial,all,3000,330,72,1428,1170,0.586,0.25245681918921153,0.22,0.048,0.952,0.8208955223880597,0.34700315457413244,0.134
lh_alone_base_yes_suppress,target_char_len,0.75,3037,0,1.0,adversarial,negative_related_present,1272,0,69,1203,0,0.9457547169811321,0.0,0.0,0.054245283018867926,0.9457547169811321,0.0,0.0,0.054245283018867926
